,Protein Accession,Length,PE Score,#Confirmed Isoforms,In Reference Proteome
85652,A0A4X1V6B7,229,4,0,0
85653,A0A287ALE0,52,4,0,1
85654,A0A287AFA1,186,1,0,1
85655,A0A4X1SN64,933,4,0,0
85656,A0A4X1W3L7,90,3,0,0
85657,F1S7W4,654,4,0,1
85658,A0A287B313,1450,4,0,1
85659,A0A4X1W691,601,3,0,0
85660,A0A4X1SFS8,704,4,0,0
85661,A0A4X1W662,531,3,0,0
85662,A0A4X1V8E5,428,3,0,0
85663,A0A4X1U275,172,3,0,0
85664,A0A4X1UKV5,825,3,0,0
85665,A0A4X1V3U8,862,4,0,0
85666,A0A4X1V8V1,909,3,0,0
85667,A0A4X1TQ64,737,4,0,0
85668,A0A286ZIV6,627,1,0,1
85669,A0A4X1VK62,724,4,0,0
85670,A0A287BJX7,937,3,0,1
85671,A0A4X1SK49,558,4,0,0
85672,A0A4X1W999,311,4,0,0
85673,A0A286ZX79,517,4,0,1
85674,A0A4X1TDK3,466,3,0,0
85675,F1SL22,2940,1,0,1
85676,I3LL74,747,4,0,1
85677,A0A4X1VJR1,829,4,0,0
85678,I3LLC0,993,3,0,1
85679,F1SJF3,293,4,0,1
85680,A0A4X1TL59,237,4,0,0
85681,A0A287AMS4,292,3,0,1
85682,A0A286ZXF2,399,1,0,1
85683,F1SKU5,678,1,0,1
85684,A0A5G2R7Q0,1217,4,0,1
85685,F1SCY0,482,1,0,1
85686,A0A172RUB7,361,2,0,0
85687,A0A4X1TXJ7,453,3,0,0
85688,F1S4M2,152,3,0,1
85689,A0A4X1U5F8,434,4,0,0
85690,A0A158VBY1,362,2,0,0
85691,F1SH71,249,4,0,1
85692,F1SQL7,760,3,0,1
85693,A0A5G2QQQ5,880,3,0,1
85694,A0A287B896,2557,4,0,1
85695,A0A4X1U1I2,954,4,0,0
85696,A0A287B6S5,434,1,0,1
85697,A0A4X1UF63,838,3,0,0
85698,A0A5G2QEL8,601,1,0,1
85699,A0A4X1V678,186,4,0,0
85700,A0A287A9T0,1794,4,0,1
85701,F1S8K7,518,4,0,1
85702,A0A480V3W1,393,3,0,0
85703,A0A287B5D6,1182,1,0,1
85704,A0A5G2QCM2,917,4,0,1
85705,A0A287APP0,312,3,0,1
85706,A0A5G2R5U6,883,1,0,1
85707,A0A287BC58,1052,3,0,1
85708,A0A4X1VV76,451,3,0,0
85709,X4ZHK0,417,2,0,0
85710,A0A287BG63,1836,1,0,1
85711,A0A4X1TEE6,329,3,0,0
85712,A0A5G2QFU3,1595,1,0,1
85713,A0A287BR00,405,4,0,1
85714,A0A287AYZ0,797,1,0,1
85715,A0A4X1VSP3,609,3,0,0
85716,I3L9N5,485,1,0,1
85717,I3LIN6,1444,4,0,1
85718,A0A287A4N5,764,4,0,1
85719,A0A4X1W101,583,4,0,0
85720,A0A4X1V4G8,83,3,0,0
85721,A0A5G2QI88,456,4,0,1
85722,A0A4X1TN95,555,4,0,0
85723,F1RP70,1092,1,0,1
85724,Q860U6,364,2,0,0
85725,H9BR48,1915,2,0,0
85726,I3LE21,606,3,0,1
85727,F1RG73,705,4,0,1
85728,F1RW91,725,4,0,1
85729,A0A4X1T1P8,1072,3,0,0
85730,A0A287BEY7,496,3,0,1
85731,A0A4X1SDM0,965,3,0,0
85732,A0A5K1UQP5,693,4,0,1
85733,Q460L6,287,2,0,0
85734,A0A286ZJ82,175,1,0,1
85735,F1RF29,255,1,0,1
85736,A0A286ZM20,765,1,0,1
85737,A0A4X1TJQ5,584,4,0,0
85738,A0A286ZT32,572,4,0,1
85739,A0A4X1UNG7,395,4,0,0
85740,A0A4X1TUP0,328,4,0,0
85741,G8ENM3,323,2,0,0
85742,A0A5G2QYX3,749,3,0,1
85743,A0A4X1VPU4,563,3,0,0
85744,F1RMF0,308,3,0,1
85745,A0A4X1TZD3,307,3,0,0
85746,A0A287BE28,964,4,0,1
85747,F1S361,901,4,0,1
85748,C3VMK8,211,2,0,0
85749,A0A287AWB4,149,3,0,1
85750,A0A4X1UTS2,206,3,0,0
85751,A0A2Z2U4G9,479,2,0,0
85752,A0A4X1W746,270,3,0,0
85753,A0A287B5K6,195,3,0,1
85754,F1S9A7,858,1,0,1
85755,F1SCM6,354,4,0,1
85756,A0A287BRI2,591,4,0,1
85757,I3LSC8,386,3,0,1
85758,A6P369,20,4,0,0
85759,A0A287BS62,444,4,0,1
85760,A0A287A8H4,405,3,0,1
85761,A0A4X1UWE8,379,3,0,0
85762,Q8WMN8,704,2,0,0
85763,F1RZ68,827,3,0,1
85764,A0A5G2QPG9,1163,1,0,1
85765,A0A480ZT84,435,3,0,0
85766,A0A4X1U3V0,941,4,0,0
85767,A0A4X1U4P7,459,3,0,0
85768,F2Z5F4,57,4,0,1
85769,A0A4X1VLW9,470,3,0,0
85770,A0A287B6L8,833,1,0,1
85771,F1SJZ3,267,3,0,1
85772,F1SSI9,318,3,0,1
85773,A0A5G2QNZ1,541,3,0,1
85774,A0A287ANI2,944,4,0,1
85775,A0A4X1UAR8,467,4,0,0
85776,A0A4X1TGG5,372,3,0,0
85777,A0A4X1UGL9,401,3,0,0
85778,F1RR84,82,4,0,1
85779,A0A4X1V159,1018,3,0,0
85780,A0A287BHB9,807,3,0,1
85781,A0A287AHB9,856,3,0,1
85782,A0A5G2QPV4,636,1,0,1
85783,A0A4X1SUA4,769,4,0,0
85784,F1RPT4,97,4,0,1
85785,A0A4X1VCG5,273,3,0,0
85786,A0A4X1T2P2,344,3,0,0
85787,A0A4X1UNY4,82,4,0,0
85788,A0A287BPV9,639,4,0,1
85789,Q29104,5035,2,0,0
85790,I3LDS2,234,4,0,1
85791,A0A287BFU3,159,1,0,1
85792,A0A287ALB6,293,4,0,1
85793,A0A4X1UA71,352,3,0,0
85794,A0A4X1T2Y5,890,3,0,0
85795,A0A4X1UBW6,792,3,0,0
85796,A0A4X1UMN5,221,3,0,0
85797,A0A4X1TJA3,356,4,0,0
85798,A0A4X1VVL2,485,4,0,0
85799,A0A4X1V4J2,903,3,0,0
85800,A0A5G2Q8Q9,326,4,0,1
85801,A0A4X1TRK2,523,4,0,0
85802,F1S207,555,4,0,1
85803,I3LCU1,331,4,0,1
85804,A0A4X1TRC6,720,4,0,0
85805,A0A480MJI3,577,4,0,0
85806,A0A4X1V9G9,1058,3,0,0
85807,A0A4X1VF93,339,4,0,0
85808,A0A287AC75,689,1,0,1
85809,I3LRV0,810,3,0,1
85810,A0A4X1V7Y0,2282,4,0,0
85811,A0A4X1USI9,419,4,0,0
85812,F1SU90,551,4,0,1
85813,A0A4X1SXE5,1839,4,0,0
85814,A0A4X1TWF5,1203,4,0,0
85815,A0A4X1U2Y5,672,3,0,0
85816,F1SH30,1114,4,0,1
85817,F1S1Q2,1322,4,0,1
85818,A0A5G2QSC5,1703,3,0,1
85819,A0A5G2RB04,346,3,0,1
85820,A0A4X1UNU2,1179,4,0,0
85821,A0A4X1V411,709,4,0,0
85822,A0A4X1VYM8,734,3,0,0
85823,A0A287A4Q2,1250,1,0,1
85824,A0A287B6F5,425,1,0,1
85825,A0A4X1V9D2,497,3,0,0
85826,A0A5G2QPC1,164,1,0,1
85827,A0A5G2R582,123,3,0,1
85828,A0A4X1UT45,277,3,0,0
85829,A0A5G2RB82,424,1,0,1
85830,F1S6N5,308,3,0,1
85831,F1S4H3,696,3,0,1
85832,F1STN6,475,1,0,1
85833,A0A4X1TDW1,358,3,0,0
85834,A0A4X1W2X2,616,4,0,0
85835,A0A4X1TI63,789,4,0,0
85836,A0A4X1UKV7,738,4,0,0
85837,A0A287ACG5,1454,3,0,1
85838,A0A287BMF3,1119,4,0,1
85839,A0A4X1W3Z3,505,4,0,0
85840,A0A287A086,1612,3,0,1
85841,A0A4X1VKK0,539,4,0,0
85842,A0A4X1TE36,585,3,0,0
85843,A0A4X1VJZ1,344,3,0,0
85844,A0A4X1TZ61,583,4,0,0
85845,A0A5G2QH44,191,4,0,1
85846,A0A4X1VLE9,883,4,0,0
85847,A0A4X1UH24,983,3,0,0
85848,I3LLB7,766,1,0,1
85849,A0A4X1SKE7,1047,4,0,0
85850,A0A4X1U051,761,3,0,0
85851,A0A4X1W0R1,587,4,0,0
85852,F1SUP4,318,3,0,1
85853,A0A4X1SPP8,397,4,0,0
85854,A0A4X1TXW0,392,3,0,0
85855,A0A4X1V4V3,1135,3,0,0
85856,A0A4X1TIC0,536,4,0,0
85857,A0A4X1UQJ6,224,3,0,0
85858,A0A4X1SHI1,572,4,0,0
85859,A0A5G2R1E2,420,4,0,1
85860,A0A5G2RLD2,1272,4,0,1
85861,A0A4X1UHY1,731,3,0,0
85862,F1SNA0,497,1,0,1
85863,A0A5G2QY28,996,4,0,1
85864,A0A4X1VD18,731,4,0,0
85865,A0A4X1T0W2,783,3,0,0
85866,A0A287BCZ8,783,4,0,1
85867,A0A5G2R930,1492,1,0,1
85868,A0A480E2A1,368,4,0,0
85869,A0A5G2R1D7,766,4,0,1
85870,A0A5G2QG12,129,4,0,1
85871,A0A5G2R9P9,511,1,0,1
85872,A0A5G2RC09,1008,1,0,1
85873,A0A5G2RJ07,360,4,0,1
85874,A0A286ZMI5,312,3,0,1
85875,A0A287BM37,545,4,0,1
85876,A0A4X1V2Z2,225,3,0,0
85877,F1SEJ8,325,4,0,1
85878,A0A4X1W7W3,293,4,0,0
85879,A0A4X1VK61,1404,3,0,0
85880,A0A4X1W6V3,763,3,0,0
85881,F1RVL7,310,4,0,1
85882,A0A287A8R8,486,4,0,1
85883,A0A4X1TF85,1245,4,0,0
85884,A0A4X1UH55,265,3,0,0
85885,A0A4X1ST13,688,3,0,0
85886,A0A5G2RMQ1,249,4,0,1
85887,A0A5G2R2P2,137,3,0,1
85888,F1RM54,1532,4,0,1
85889,A0A4X1TXK8,2008,3,0,0
85890,A0A287BDL6,285,1,0,1
85891,A0A4X1TVB1,576,3,0,0
85892,A0A5G2R1L6,397,3,0,1
85893,I3LCB9,105,3,0,1
85894,I3LPK4,373,3,0,1
85895,F1SSN2,619,4,0,1
85896,A0A4X1TAE8,90,3,0,0
85897,A0A4X1W8E3,973,4,0,0
85898,A0A4X1UNQ6,520,3,0,0
85899,A0A4X1U0S7,655,4,0,0
85900,A0A4X1UQ10,393,3,0,0
85901,A0A4X1VY84,320,3,0,0
85902,A0A287A0G2,822,1,0,1
85903,I3LUI1,1253,4,0,1
85904,I3LG12,715,4,0,1
85905,F1RNT4,138,4,0,1
85906,A0A4X1V5I5,237,4,0,0
85907,A0A4X1VAD1,639,3,0,0
85908,A0A4X1V5J0,1324,3,0,0
85909,A0A4X1W5N4,248,3,0,0
85910,A0A287ACJ4,1055,3,0,1
85911,A0A5G2RAU2,2016,4,0,1
85912,A0A5G2QSV9,368,4,0,1
85913,A0A4X1TLR8,750,4,0,0
85914,A0A5G2R2B9,140,1,0,1
85915,A0A4X1TRP9,1030,3,0,0
85916,A0A4X1UWK3,620,3,0,0
85917,F1RGW3,79,4,0,1
85918,F1SMN3,1121,1,0,1
85919,F1S9Z2,612,4,0,1
85920,A0A4X1U4F3,372,3,0,0
85921,A0A4X1THC9,243,4,0,0
85922,A0A4X1W5X7,881,3,0,0
85923,A0A4X1W137,853,3,0,0
85924,F1RJZ3,455,4,0,1
85925,Q1HBH4,601,3,0,0
85926,A0A4X1TTP2,1775,4,0,0
85927,A0A4X1VBG3,1013,3,0,0
85928,A0A287AHD4,707,4,0,1
85929,Q29176,133,2,0,0
85930,A0A4X1V3M0,2037,4,0,0
85931,A0A287BC08,368,3,0,1
85932,A0A287A5T0,359,1,0,1
85933,F1SM64,442,4,0,1
85934,A0A287A2D8,2647,3,0,1
85935,I3LQA2,2109,3,0,1
85936,A0A4X1UXK8,171,3,0,0
85937,F1RVI2,241,3,0,1
85938,F1SGI5,193,4,0,1
85939,A0A5S6HHB4,126,1,0,1
85940,A0A287ASX8,448,1,0,1
85941,A0A4X1TEP7,343,3,0,0
85942,I3LMI3,328,4,0,1
85943,A0A286ZKT1,570,1,0,1
85944,A0A5G2RGS3,678,1,0,1
85945,A0A287BG61,880,3,0,1
85946,F1RID4,1093,3,0,1
85947,A0A5G2R0E6,195,4,0,1
85948,F1S920,1304,3,0,1
85949,A0A4X1URT8,1003,4,0,0
85950,A0A286ZU82,759,3,0,1
85951,A0A287BRV0,296,1,0,1
85952,A3F780,46,4,0,0
85953,A0A4X1VDC6,355,4,0,0
85954,A0A4X1SNK3,1925,3,0,0
85955,F2Y8V8,198,3,0,0
85956,A0A4X1TIT1,76,4,0,0
85957,F1RSH0,293,1,0,1
85958,F1SV78,604,4,0,1
85959,A0A4X1UDE2,359,4,0,0
85960,I3LBA4,354,4,0,1
85961,I3LMG8,328,1,0,1
85962,A0A287B9V4,264,4,0,1
85963,A0A4X1SGM2,1050,4,0,0
85964,F1SKR1,325,4,0,1
85965,A0A5G2QTK6,408,4,0,1
85966,A0A4X1TUK6,1024,4,0,0
85967,A0A4X1UE65,178,3,0,0
85968,A0A4X1VT57,1674,4,0,0
85969,A0A4X1UFM4,377,4,0,0
85970,A0A287AWE9,772,4,0,1
85971,I3LTE6,441,4,0,1
85972,A0A4X1TJB8,806,3,0,0
85973,A0A4X1WBK7,3479,4,0,0
85974,A0A480V5W3,291,3,0,0
85975,A0A287AAK5,891,3,0,1
85976,A0A4X1T0U9,955,3,0,0
85977,A0A5G2QDR5,1821,4,0,1
85978,A0A4X1UES2,5580,4,0,0
85979,A0A287B7U6,1347,3,0,1
85980,A0A4X1W067,347,3,0,0
85981,K7GK67,489,3,0,1
85982,A0A4X1T3K5,428,3,0,0
85983,A0A4X1TI09,844,3,0,0
85984,A0A4X1SUG5,684,3,0,0
85985,F1SBB5,1241,3,0,1
85986,I3L8J9,503,4,0,1
85987,F1S0A5,84,4,0,1
85988,A0A4X1WBR4,130,4,0,0
85989,A0A4X1TG43,671,3,0,0
85990,A0A4X1VIV7,531,3,0,0
85991,F1RMY4,537,1,0,1
85992,A0A287BP29,903,1,0,1
85993,A0A287BI72,1100,3,0,1
85994,F1SMK0,878,4,0,1
85995,A0A5G2RFM7,144,3,0,1
85996,F1RRP3,557,4,0,1
85997,A0A287A8H2,938,4,0,1
85998,I3LEG2,764,1,0,1
85999,A0A4X1SLW4,712,4,0,0
86000,A5GFT2,322,3,0,0
86001,A0A4X1U977,690,4,0,0
86002,A0A678P4H7,379,3,0,0
86003,A0A4X1T521,735,4,0,0
86004,A0A4X1VY28,538,4,0,0
86005,A0A4X1U336,226,4,0,0
86006,A0A287B184,856,1,0,1
86007,A0A4X1UC57,767,4,0,0
86008,A0A287B5U1,1120,4,0,1
86009,A0A4X1U6R8,1528,4,0,0
86010,A0A5G2RAV7,548,1,0,1
86011,F2Z562,332,1,0,1
86012,A0A4X1VKB2,918,4,0,0
86013,A0A4X1VPC8,635,3,0,0
86014,A0A4X1UZJ2,307,3,0,0
86015,A0A4X1UFP6,1392,3,0,0
86016,A0A286ZV06,1332,4,0,1
86017,A0A480VLD1,984,3,0,0
86018,A0A4X1WBY9,1972,4,0,0
86019,A0A5G2QUS7,109,4,0,1
86020,A0A4X1VKB7,752,3,0,0
86021,A0A4X1UWG6,670,3,0,0
86022,A0A4X1TT42,1214,4,0,0
86023,A0A4X1VF53,1910,3,0,0
86024,A0A4X1SQV2,361,3,0,0
86025,A0A4X1VJ38,498,4,0,0
86026,A0A4X1TC54,371,3,0,0
86027,A0A5G2QS46,458,3,0,1
86028,A0A287BF71,1862,1,0,1
86029,Q29253,106,2,0,0
86030,A0A4X1SK24,452,4,0,0
86031,A0A287B113,217,4,0,1
86032,K7GKY8,1073,3,0,1
86033,D2JUK2,510,2,0,0
86034,A0A4X1TI65,650,3,0,0
86035,A0A4X1UBD5,510,3,0,0
86036,A0A287AIU7,184,1,0,1
86037,A0A4X1UBD3,721,3,0,0
86038,A0A4X1UHI7,514,3,0,0
86039,A0A4X1VSC2,419,3,0,0
86040,A0A4X1U2V2,2342,3,0,0
86041,A0A287B9F5,290,1,0,1
86042,A0A4X1WDD5,1309,4,0,0
86043,A0A4X1SHF1,1132,3,0,0
86044,A0A5G2QAF8,749,4,0,1
86045,A0A4X1TEL6,485,4,0,0
86046,A0A5G2RKP9,138,4,0,1
86047,A0A4X1SHR9,1489,4,0,0
86048,A0A4X1SQ71,966,4,0,0
86049,A0A4X1UKC3,412,3,0,0
86050,A0A4X1V7M3,129,4,0,0
86051,A0A4X1TCJ2,2165,4,0,0
86052,Q0QEM6,437,2,0,0
86053,A0A4X1UNH5,2336,4,0,0
86054,A0A4X1V188,110,4,0,0
86055,A0A4X1V4F4,345,3,0,0
86056,A0A5G2QIV8,832,4,0,1
86057,A0A4X1V1W8,191,4,0,0
86058,A0A4X1TF10,293,4,0,0
86059,A0A4X1SJ00,1570,3,0,0
86060,A0A4X1U2E4,892,3,0,0
86061,A0A4X1SGJ8,156,4,0,0
86062,A0A4X1UVT6,1601,4,0,0
86063,B3VHV3,289,2,0,0
86064,A0A4X1TJ44,370,4,0,0
86065,A0A4X1U7W7,159,4,0,0
86066,A0A4X1SPB6,1248,4,0,0
86067,A0A4X1WAZ0,256,3,0,0
86068,A0A4X1SUI1,519,3,0,0
86069,A0A4X1UE97,703,3,0,0
86070,F1RM22,671,4,0,1
86071,A0A4X1UNP5,864,4,0,0
86072,I3LB93,2321,3,0,1
86073,A0A5G2R1C3,391,3,0,1
86074,F1S0V7,483,4,0,1
86075,A0A4X1TXY5,1150,4,0,0
86076,F1RKJ8,1206,4,0,1
86077,A0A4X1UL57,426,3,0,0
86078,A0A5G2R0T1,813,1,0,1
86079,I3LCU5,400,3,0,1
86080,A0A286ZTN4,322,1,0,1
86081,A0A287B7B4,524,3,0,1
86082,F1RQT7,938,1,0,1
86083,I3LL91,195,1,0,1
86084,A0A4X1U3Y6,1411,4,0,0
86085,A0A4X1TDN3,136,4,0,0
86086,F1SPT7,436,4,0,1
86087,A0A4X1T570,1209,3,0,0
86088,A0A4X1VHN4,736,3,0,0
86089,A0A5G2QC33,574,1,0,1
86090,I3L9J1,576,3,0,1
86091,A0A4X1VWM3,508,4,0,0
86092,A0A5G2QJN2,296,4,0,1
86093,F1RKB2,842,3,0,1
86094,A0A4X1UWJ9,848,3,0,0
86095,A0A4X1TC60,516,4,0,0
86096,A0A4X1VYG4,275,4,0,0
86097,Q079Q9,261,3,0,0
86098,F1SRS5,127,4,0,1
86099,A0A287B630,740,4,0,1
86100,K7GLC3,1018,4,0,1
86101,F1SFE6,383,1,0,1
86102,A0A4X1V6S2,456,3,0,0
86103,A0A3G5MUW5,364,2,0,0
86104,A0A287AQI4,532,4,0,1
86105,A0A4X1TXZ9,602,4,0,0
86106,A0A287A2S9,585,1,0,1
86107,A0A286ZMF4,1235,1,0,1
86108,A0A5G2QEA1,311,3,0,1
86109,A0A287BRW7,314,4,0,1
86110,A2TN86,459,3,0,0
86111,A0A4X1UYA5,51,4,0,0
86112,A0A4X1VH30,571,3,0,0
86113,I3L9P1,556,4,0,1
86114,A0A4X1TFN2,384,4,0,0
86115,A0A5G2QDB7,269,4,0,1
86116,A0A4X1UWZ6,254,3,0,0
86117,A0A286ZRX8,2685,1,0,1
86118,A0A5G2QY66,664,3,0,1
86119,A0A7T8CLY6,93,2,0,0
86120,A0A286ZLN5,465,1,0,1
86121,A0A4X1VW24,792,3,0,0
86122,A0A5G2QDJ9,209,1,0,1
86123,A0A5G2QMY8,137,4,0,1
86124,A0A286ZWQ1,1708,4,0,1
86125,A0A480V3R8,771,3,0,0
86126,A0A287ABL2,922,3,0,1
86127,A0A287BJN1,1730,4,0,1
86128,F1RMM0,262,1,0,1
86129,A0A4X1W9K0,208,3,0,0
86130,A0A287APA8,584,1,0,1
86131,A0A287A1A8,614,3,0,1
86132,A0A4X1UZC7,192,4,0,0
86133,F1RH95,561,4,0,1
86134,A0A5G2RDW4,235,1,0,1
86135,A0A4X1VLH1,524,3,0,0
86136,F1RKJ4,295,1,0,1
86137,A0A287ANC1,190,1,0,1
86138,D3GIN2,361,2,0,0
86139,I3LG84,895,1,0,1
86140,F1S603,354,1,0,1
86141,A0A287BT41,1339,4,0,1
86142,A0A4X1TUK4,336,4,0,0
86143,A0A287AN66,600,4,0,1
86144,A0A5G2QNQ6,436,1,0,1
86145,D1M6Z7,643,2,0,0
86146,A0A5G2QG36,1042,4,0,1
86147,A9YUA8,357,2,0,0
86148,A0A5G2R253,694,4,0,1
86149,A0A287A5X1,801,4,0,1
86150,F1S1D1,247,4,0,1
86151,A0A5G2RIX3,713,1,0,1
86152,A0A4X1VD62,274,3,0,0
86153,F1SD60,973,4,0,1
86154,A0A5G2QK29,1426,3,0,1
86155,A0A5G2QQ73,174,1,0,1
86156,A0A4X1VWU0,2723,4,0,0
86157,A0A4X1SJV7,764,4,0,0
86158,A0A4X1V5E5,4483,3,0,0
86159,A0A5G2QRD1,304,3,0,1
86160,A0A480V9X7,894,4,0,0
86161,A0A4X1U0P2,178,4,0,0
86162,A0A4X1SN36,490,3,0,0
86163,A0A4X1VYB2,473,4,0,0
86164,A0A4X1VUN0,490,4,0,0
86165,Q6WGH9,654,4,0,0
86166,A0A4X1UJN4,1139,3,0,0
86167,A0A4X1TW80,260,3,0,0
86168,A0A077ES37,459,3,0,0
86169,A0A5G2QCX2,4200,1,0,1
86170,A0A4X1SY66,883,3,0,0
86171,A0A5G2QIQ8,489,1,0,1
86172,F1RIZ0,286,3,0,1
86173,F1RVE4,162,3,0,1
86174,A0A4X1UXZ4,699,3,0,0
86175,A0A287B8J2,1281,1,0,1
86176,A0A4X1U6K1,355,4,0,0
86177,A0A4X1UHE4,102,4,0,0
86178,A0A5G2QW37,604,1,0,1
86179,A0A5G2RFM4,348,1,0,1
86180,A0A4X1U8N0,290,3,0,0
86181,A0A480XWH7,1287,4,0,0
86182,F1S440,157,4,0,1
86183,A0A4X1TZS5,1389,3,0,0
86184,A0A286ZI68,1492,1,0,1
86185,A0A5G2QZF3,313,4,0,1
86186,F1SHY2,1076,3,0,1
86187,A0A287A3Y9,347,3,0,1
86188,A0A4X1V9L1,572,4,0,0
86189,A0A4X1UXQ1,734,4,0,0
86190,A0A4X1SG06,623,4,0,0
86191,A0A4X1UKG8,608,4,0,0
86192,A0A287BMZ8,1357,1,0,1
86193,A0A5G2QQR6,641,1,0,1
86194,G8CTI6,278,2,0,0
86195,A0A5G2RH00,865,1,0,1
86196,A0A4X1UQY7,969,4,0,0
86197,A0A4X1UKC6,392,4,0,0
86198,A0A5G2QRH0,1754,3,0,1
86199,A0A4X1SFT4,1460,4,0,0
86200,A0A4X1UN67,869,4,0,0
86201,I3LVB2,1624,4,0,1
86202,A0A4X1U6V0,573,3,0,0
86203,A0A2Z2YIZ1,815,2,0,0
86204,A0A287ADT5,81,4,0,1
86205,L7X1M3,75,2,0,0
86206,A0A4X1TUJ2,195,4,0,0
86207,A0A4X1W9T3,541,3,0,0
86208,A0A4X1VZJ2,420,3,0,0
86209,I3LD27,272,3,0,1
86210,A0A4X1VVM4,777,3,0,0
86211,A0A5G2R4T7,906,3,0,1
86212,A0A287A6Q2,699,4,0,1
86213,A0A4X1V891,419,3,0,0
86214,F1SEE4,564,1,0,1
86215,A0A5G2RDX1,1120,1,0,1
86216,A0A4X1U5J1,782,4,0,0
86217,A0A287B2J3,1242,4,0,1
86218,A0A286ZN37,995,4,0,1
86219,A0A4X1UGB2,519,3,0,0
86220,A0A5G2RHN2,326,1,0,1
86221,A0A4X1SUY2,124,4,0,0
86222,A0A5G2QCX1,403,4,0,1
86223,A0A4X1TES2,493,4,0,0
86224,F1RJR8,269,4,0,1
86225,A0A4X1TMB4,662,4,0,0
86226,I3LBW9,426,4,0,1
86227,A0A5G2QER4,228,4,0,1
86228,I3LM30,2038,1,0,1
86229,A0A5G2R655,618,1,0,1
86230,A0A4X1W362,441,4,0,0
86231,A0A4X1W022,326,4,0,0
86232,A0A5G2RG78,680,4,0,1
86233,A0A4X1VDD5,550,4,0,0
86234,A0A5G2QQ42,453,1,0,1
86235,A0A4X1T8I2,631,3,0,0
86236,A0A4X1WA93,620,4,0,0
86237,A0A287A3D0,447,4,0,1
86238,A0A287B9E8,903,1,0,1
86239,A0A5G2R521,676,1,0,1
86240,A0A286ZXS9,592,4,0,1
86241,A0A5G2QWX7,601,4,0,1
86242,F1SF57,451,1,0,1
86243,I3LH71,388,4,0,1
86244,A0A287B3U2,968,4,0,1
86245,A0A4X1U923,406,3,0,0
86246,A0A287A3G7,563,4,0,1
86247,A0A287A5A8,1509,3,0,1
86248,A0A4X1UPM0,526,4,0,0
86249,A0A4X1UX68,286,4,0,0
86250,A0A287AK15,46,4,0,1
86251,F1S1A7,872,4,0,1
86252,A0A287B757,817,4,0,1
86253,A0A4X1SW50,950,4,0,0
86254,A0A5G2QCZ4,840,1,0,1
86255,A0A4X1VC94,571,4,0,0
86256,A0A287AY54,256,3,0,1
86257,A0A287B0A3,980,3,0,1
86258,A0A5G2Q9E2,214,1,0,1
86259,A0A4X1STR9,548,3,0,0
86260,A0A287BFY5,362,4,0,1
86261,D0G7E1,550,2,0,0
86262,A0A4X1SXJ4,81,4,0,0
86263,A0A5G2QSW5,275,1,0,1
86264,A0A287BJT3,125,3,0,1
86265,I3LCG1,856,3,0,0
86266,A0A287ABH4,526,4,0,1
86267,I3L787,253,3,0,1
86268,A0A286ZMQ3,748,3,0,1
86269,A0A4X1VES3,806,4,0,0
86270,B0LY43,309,2,0,0
86271,A0A4X1V343,312,4,0,0
86272,A0A4X1UUJ3,776,4,0,0
86273,A0A4X1UEK0,606,4,0,0
86274,A0A4X1U5I6,528,4,0,0
86275,A0A4X1THJ3,642,4,0,0
86276,I3LLS7,1005,1,0,1
86277,A0A5G2QV64,395,3,0,1
86278,A0A286ZMS9,229,3,0,1
86279,K7GM30,544,1,0,1
86280,A0A4X1SYV5,697,4,0,0
86281,A0A4X1T8Q8,440,4,0,0
86282,A0A4X1UUD2,2301,4,0,0
86283,A0A4X1TYQ1,492,3,0,0
86284,A0A4X1SY21,673,3,0,0
86285,A0A5G2Q982,299,4,0,1
86286,A0A4X1UF80,1014,4,0,0
86287,A0A4X1W7G9,276,3,0,0
86288,A0A5G2QE36,574,1,0,1
86289,A0A480KJX4,344,3,0,0
86290,A0A4X1V0X6,583,3,0,0
86291,A0A4X1UI67,449,4,0,0
86292,A0A287B7F5,1243,4,0,1
86293,A0A5G2QD51,261,1,0,1
86294,A0A5G2QA97,1245,4,0,1
86295,A0A4X1V6F8,405,4,0,0
86296,A0A287APB9,770,4,0,1
86297,A0A287AI28,700,4,0,1
86298,A0A4X1VVW3,582,3,0,0
86299,A0A287ARN0,897,3,0,1
86300,A0A4X1T0L3,240,3,0,0
86301,A0A5G2QVR2,328,1,0,1
86302,A0A4X1SH38,615,4,0,0
86303,A0A287AP49,395,3,0,1
86304,A0A5G2QWE5,843,3,0,1
86305,A0A3G5MTT8,361,2,0,0
86306,A0A287BIV3,1211,3,0,1
86307,A0A480T6C7,1783,3,0,0
86308,A0A287ASQ6,997,3,0,1
86309,A0A4X1WAG5,749,3,0,0
86310,A0A4X1TJS6,534,4,0,0
86311,F1SA32,628,4,0,1
86312,Q1W5B8,248,2,0,0
86313,A0A286ZKY6,224,1,0,1
86314,A0A286ZYR8,1117,3,0,1
86315,A0A287BH18,613,4,0,1
86316,A0A7T8CLZ6,108,2,0,0
86317,A0A4X1SGJ3,635,3,0,0
86318,Q9GLG0,227,2,0,0
86319,F1SB97,1376,4,0,1
86320,A0A3G5MU40,364,2,0,0
86321,A0A4X1VMJ3,396,4,0,0
86322,A0A286ZRM4,906,3,0,1
86323,A0A4X1VBD4,525,3,0,0
86324,A0A287AE54,874,1,0,1
86325,A0A4X1TNH2,447,4,0,0
86326,A0A4X1UDE8,290,4,0,0
